cluster,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,maid_room,concierge,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,shared_pool
0,5698293.127596439,2639.3501483679524,2047.1683976261127,3.0178041543026706,3.8902077151335313,0.29080118694362017,0.42433234421364985,0.17210682492581603,0.01483679525222552,0.011869436201780416,0.06824925816023739,0.08605341246290801,0.6973293768545994
1,981003.791025641,797.9076923076923,1235.002205128205,0.8769230769230769,1.6064102564102565,0.05641025641025641,0.3371794871794872,0.3192307692307692,0.019230769230769232,0.00641025641025641,0.05384615384615385,0.03461538461538462,0.7794871794871795
2,1616516.0965692503,1502.4129606099111,1108.2517534942822,2.174078780177891,2.818297331639136,0.16899618805590852,0.3468869123252859,0.3303684879288437,0.01397712833545108,0.0063532401524777635,0.04066073697585769,0.03176620076238882,0.7128335451080051
